Time_EPOCH;Latitude;Longitude;Altitude;WindU;WindV;Temperature_C; RH_percent; CH4_ppm;CO2_ppm;H2O_percent;C2H6_ppb;Heading_deg;GrdSpeed_mps;AGL_m;BLIndex_m
1570103365;44.9244;25.9695;184.5;0.3;0.5;26.55;38.08;1.9556;428.2607;1.44;-1.74;81.1;46;184.5;nan
1570103366;44.9244;25.9701;186.4;0.7;0.6;26.52;38.14;1.9556;430.6475;1.46;-2.98;80.7;47;186.4;nan
1570103367;44.9245;25.9707;187.7;0.3;0.8;26.43;38.23;1.9559;430.6475;1.46;-2.43;80.9;48;187.7;nan
1570103368;44.9246;25.9713;189.1;0;1.6;26.48;38.4;1.9562;431.8876;1.46;-2.77;81.8;48.9;189.1;nan
1570103369;44.9247;25.9719;191.2;-0.5;1.8;26.34;38.58;1.9568;433.3137;1.47;-3.07;81.5;49.7;191.2;nan
1570103370;44.9247;25.9725;192.9;-1.1;3.1;26.4;38.86;1.9568;434.3148;1.47;-2.12;82.6;50.5;192.9;nan
1570103371;44.9248;25.9731;194.5;-0.8;3.4;26.24;38.92;1.9571;434.3148;1.47;-2.03;83.3;51.3;194.5;nan
1570103372;44.9249;25.9738;197.4;-1;2.4;26.23;39.07;1.9573;434.3148;1.47;-2.04;81.8;51.9;197.4;nan
1570103373;44.925;25.9744;200.1;-1.1;2.7;26.2;39.12;1.9554;433.0072;1.47;-2.42;81.8;52.6;200.1;nan
1570103374;44.9251;25.9751;202.8;-0.5;3.1;26.07;39.26;1.956;432.7073;1.47;-2.97;81.7;53.1;202.8;nan
1570103375;44.9252;25.9757;206;-0.4;3.2;26.11;39.36;1.9571;432.7073;1.47;-2.85;81.3;53.6;206;nan
1570103376;44.9253;25.9764;209.3;-0.1;3.3;25.99;39.57;1.9575;433.5813;1.47;-1.93;81.1;54.2;209.3;nan
1570103377;44.9254;25.977;212;0.7;3.2;25.99;39.68;1.957;434.2728;1.47;-1.89;80.7;54.9;212;nan
1570103378;44.9255;25.9778;214.6;-0.5;2.3;25.84;39.66;1.957;434.9395;1.47;-1.85;80;55.4;214.6;nan
1570103379;44.9256;25.9785;217.7;-1.5;2.9;25.87;39.93;1.9573;434.9395;1.47;-1.42;81;55.7;217.7;nan
1570103380;44.9257;25.9791;221.7;-1.4;3.9;25.75;40.05;1.9561;433.517;1.47;-1.44;84.5;55.8;221.7;nan
1570103381;44.9258;25.9798;227.1;-1;4;25.73;40.06;1.9547;430.6359;1.47;-1.54;87.4;55.5;227.1;nan
1570103382;44.9258;25.9805;232.4;-1;4.5;25.74;40.19;1.955;429.9284;1.46;-1.32;90.9;55.3;232.4;nan
1570103383;44.9259;25.9812;236.7;-0.9;4.8;25.61;40.44;1.9561;429.9284;1.46;-1.38;94.8;55;236.7;nan
1570103384;44.9258;25.9819;240.9;0.1;5.1;25.57;40.52;1.9564;428.1889;1.45;-1.38;99.4;54.8;240.9;nan
1570103385;44.9258;25.9826;245.1;0;6.1;25.46;40.62;1.9564;428.0927;1.45;-1.33;104.8;54.3;245.1;nan
1570103386;44.9257;25.9833;249.8;0.2;6.4;25.5;40.77;1.9564;428.0905;1.45;-1.5;109.6;53.8;249.8;nan
1570103387;44.9256;25.9839;254.5;0.4;6.2;25.42;40.81;1.9596;428.0905;1.45;-0.93;114.4;53.3;254.5;nan
1570103388;44.9254;25.9845;259.9;1.1;4.4;25.35;40.88;1.9628;429.2454;1.47;-1.25;118.5;52.9;259.9;nan
1570103389;44.9252;25.9851;265.6;0.4;4.8;25.26;40.96;1.9629;428.8634;1.47;-1.08;122.9;52.8;265.6;nan
1570103390;44.9249;25.9857;270.9;1.4;5;25.21;41.08;1.9636;428.8634;1.48;-0.51;129;52.7;270.9;nan
1570103391;44.9246;25.9863;275.5;0.2;4;25.22;41.21;1.9645;428.8634;1.48;-0.9;132.9;52.5;275.5;nan
1570103392;44.9243;25.9868;280;-0.6;3.3;25.13;41.61;1.9635;428.0339;1.49;-1.19;136.8;52.7;280;nan
1570103393;44.924;25.9872;283.6;0.4;2.8;25.13;41.99;1.9627;427.9602;1.5;-0.45;142;53.2;283.6;nan
1570103394;44.9236;25.9876;287.2;0.2;3.8;25.1;42.01;1.9632;427.9602;1.5;0.61;147.8;53.4;287.2;nan
1570103395;44.9232;25.988;291.7;0.4;3.3;25.16;42.23;1.9637;427.201;1.49;0.18;153.3;53.6;291.7;nan
1570103396;44.9227;25.9883;297.1;0.3;2.7;25.05;42.3;1.964;426.9832;1.49;0.14;157.9;53.8;297.1;0.3148
1570103397;44.9223;25.9885;302.1;1.1;2.9;25.1;42.38;1.964;426.3737;1.48;0.46;163;53.9;302.1;0.3249
1570103398;44.9218;25.9887;306.6;1;3.2;25.05;42.45;1.9644;426.3737;1.48;-0.91;168;53.8;306.6;0.3236
1570103399;44.9214;25.9888;311.7;0.2;2.3;24.98;42.48;1.9648;426.3737;1.48;0.42;172.3;53.8;311.7;0.3379
1570103400;44.9209;25.9889;316.5;-0.3;2.4;24.98;42.63;1.9646;427.1349;1.48;-0.21;176.2;54.1;316.5;0.359
1570103401;44.9204;25.9889;320.4;-0.2;2.5;24.83;42.78;1.9643;426.142;1.48;1.54;181;54.5;320.4;0.3757
1570103402;44.9199;25.9889;324.8;-0.1;2.4;24.84;43;1.9652;426.142;1.49;-0.06;186.7;54.8;324.8;0.3864
1570103403;44.9194;25.9888;330.6;-0.3;3.1;24.75;43.22;1.9658;423.5429;1.49;-0.04;191.6;55;330.6;0.394
1570103404;44.9189;25.9886;335.5;0.3;2.5;24.7;43.47;1.9645;423.479;1.49;-0.23;196.4;55.5;335.5;0.3918
1570103405;44.9185;25.9883;339;0.3;1.8;24.59;43.53;1.9641;422.9083;1.48;1.71;202;56.1;339;0.3902
1570103406;44.918;25.988;343.8;-0.1;2.8;24.45;43.58;1.9624;422.9083;1.48;1.7;206.8;56.3;343.8;0.374
1570103407;44.9176;25.9877;350.3;0.8;2.8;24.49;43.69;1.9607;422.9083;1.48;0.02;212.6;56.3;350.3;0.3498
1570103408;44.9172;25.9873;356.6;2;1.5;24.44;43.67;1.9604;423.4554;1.47;0.44;218.2;56.6;356.6;0.3169
1570103409;44.9168;25.9868;360.8;1.9;1.1;24.39;43.76;1.9605;423.2056;1.46;-0.49;222.4;57.1;360.8;0.2883
1570103410;44.9164;25.9863;363.9;1.4;1.5;24.27;43.71;1.9609;423.2056;1.46;-0.44;225.9;57.5;363.9;0.26
1570103411;44.916;25.9857;367.7;0.2;1.7;24.32;43.82;1.9612;423.2825;1.47;-0.47;229.2;57.8;367.7;0.2375
1570103412;44.9157;25.9852;371.1;-0.6;1.5;24.26;43.84;1.961;421.9488;1.47;-0.33;232.6;58.1;371.1;0.2163
1570103413;44.9154;25.9845;373.9;-0.2;2.2;24.22;43.91;1.9594;421.2715;1.46;-0.22;235.8;58.5;373.9;0.197
1570103414;44.9152;25.9839;376.6;0.7;2;24.12;44.01;1.9563;421.2715;1.46;-0.34;239.6;58.8;376.6;0.1793
1570103415;44.9149;25.9832;378.8;0.9;1.8;23.98;44.02;1.9556;417.2412;1.44;-0.75;243;59.1;378.8;0.1565
1570103416;44.9147;25.9826;380.8;0.9;2.5;24.02;44.09;1.9554;415.3201;1.44;-1.08;245.2;59.5;380.8;0.1578
1570103417;44.9145;25.9818;382.6;1.1;2.4;23.93;44.08;1.9551;415.3201;1.44;-0.29;247.7;59.9;382.6;0.1513
1570103418;44.9143;25.9811;384.1;0.4;2.2;23.94;44.17;1.9543;415.3201;1.44;0.01;250.1;60.3;384.1;0.1485
1570103419;44.9142;25.9804;386.4;-0.2;2.4;23.82;44.11;1.9528;414.4354;1.44;-0.33;251.8;60.6;386.4;0.1488
1570103420;44.914;25.9797;389.4;0.6;1.9;23.79;44.16;1.9521;413.4047;1.44;-0.66;254.3;60.9;389.4;0.1479
1570103421;44.9139;25.9789;392.8;0.1;1.8;23.81;44.16;1.952;413.3755;1.44;-0.96;256.1;60.9;392.8;0.145
1570103422;44.9138;25.9781;397.6;0.4;3.1;23.79;44.17;1.9518;413.3755;1.44;-1.25;256.3;60.8;397.6;0.1404
1570103423;44.9137;25.9774;402.3;0;3.7;23.74;44.3;1.952;412.9612;1.44;-1.6;256;60.8;402.3;0.1369
1570103424;44.9136;25.9766;405.9;0.3;2.7;23.69;44.26;1.9522;412.7825;1.45;-1.33;256.7;60.8;405.9;0.1329
1570103425;44.9135;25.9759;408.7;-0.4;2.5;23.74;44.34;1.9527;412.7825;1.45;-1.15;256.3;61;408.7;0.1273
1570103426;44.9134;25.9751;409.2;-0.7;2.8;23.61;44.36;1.9533;412.7825;1.45;-1.58;255.5;61.6;409.2;0.1156
1570103427;44.9132;25.9743;408;-1.5;3.2;23.57;44.49;1.9546;412.7326;1.45;-1.76;254.5;62.3;408;0.112
1570103428;44.9131;25.9736;407.2;-1;3.4;23.53;44.57;1.9546;412.677;1.45;-1.38;254;62.9;407.2;0.1079
1570103429;44.913;25.9728;406.8;-0.5;3.1;23.5;44.53;1.9542;412.6766;1.47;-1.39;254.6;63.5;406.8;0.1158
1570103430;44.9129;25.972;405.8;-1;3.2;23.5;44.91;1.9537;412.6616;1.47;-1.1;254.3;64.1;405.8;0.1176
1570103431;44.9127;25.9712;404.5;-0.9;2.3;23.48;45.01;1.9542;412.6419;1.47;-0.97;255.2;64.6;404.5;0.1199
1570103432;44.9126;25.9704;403.6;0;3.1;23.38;45.19;1.9539;412.7743;1.46;-0.18;254.9;65.1;403.6;0.1221
1570103433;44.9125;25.9696;403.9;-1.2;2.9;23.4;45.16;1.9529;412.7743;1.46;-0.33;254.6;65.5;403.9;0.131
1570103434;44.9124;25.9688;403.8;-1.3;2.7;23.35;45.1;1.9523;412.4629;1.45;-1.93;254.8;65.9;403.8;0.1439
1570103435;44.9122;25.968;404;-0.8;2.9;23.33;45.19;1.9507;412.1877;1.45;-0.91;254.8;66.3;404;0.1552
1570103436;44.9121;25.9671;403.8;0.1;2.5;23.31;45.2;1.9507;411.8916;1.45;-0.12;255.6;66.6;403.8;0.1679
1570103437;44.912;25.9664;403.2;-0.3;2.5;23.32;45.21;1.9508;411.8916;1.45;-1.03;255.8;66.9;403.2;0.1749
1570103438;44.9119;25.9655;403;-0.8;3.6;23.26;45.23;1.9508;411.8916;1.45;-1.24;254.9;67;403;0.1815
1570103439;44.9117;25.9647;403.2;-0.1;4.2;23.3;45.31;1.9512;411.6635;1.45;-2.32;254.6;67.1;403.2;0.1864
1570103440;44.9116;25.9638;404.1;-0.5;4.7;23.31;45.25;1.9512;411.6929;1.45;-0.47;253.9;67;404.1;0.186
1570103441;44.9115;25.963;406.3;-0.5;5.7;23.29;45.22;1.9508;411.6929;1.45;0;253.1;67;406.3;0.181
1570103442;44.9113;25.9622;409.4;-1.5;5.5;23.3;45.28;1.9499;411.5973;1.45;-1.32;252.6;67;409.4;0.1746
1570103443;44.9112;25.9613;412.5;-2.6;5.1;23.27;45.21;1.948;411.2274;1.45;-0.33;252.8;67.1;412.5;0.1637
1570103444;44.9111;25.9605;414.3;-2.5;5.6;23.33;45.34;1.948;411.0865;1.44;-0.35;252.1;67.2;414.3;0.1536
1570103445;44.9109;25.9597;414.7;-1;4.1;23.32;45.31;1.9471;411.0865;1.44;-0.13;253.5;67.5;414.7;0.1409
1570103446;44.9108;25.9588;414.1;-1;3.2;23.35;45.29;1.947;410.9249;1.44;-0.47;254.2;67.7;414.1;0.134
1570103447;44.9107;25.958;413.9;-1.7;3.9;23.37;45.19;1.9488;410.9267;1.44;-0.6;253.1;67.8;413.9;0.1256
1570103448;44.9105;25.9572;414.8;-1.2;3.5;23.38;45.21;1.948;410.9274;1.45;-0.75;252.6;67.8;414.8;0.1179
1570103449;44.9104;25.9564;417;-0.6;2.8;23.31;45.22;1.9464;410.9274;1.45;-0.57;252.9;67.9;417;0.1205
1570103450;44.9102;25.9555;419.5;-0.7;4;23.36;45.21;1.9449;410.6893;1.45;-1;251.1;68;419.5;0.1167
1570103451;44.91;25.9547;421.6;0.6;3.2;23.34;45.27;1.9435;410.4817;1.45;-0.77;251.6;68.1;421.6;0.1328
1570103452;44.9099;25.9539;424.1;0.9;3.7;23.3;45.23;1.9421;410.4005;1.42;-1.05;251.2;68;424.1;0.1486
1570103453;44.9097;25.953;427.7;0.4;3.9;23.34;45.38;1.9401;410.4005;1.42;-1.33;250.5;67.6;427.7;0.1651
1570103454;44.9095;25.9522;431.5;-0.4;3.5;23.27;45.14;1.9392;410.0883;1.39;-1.65;250.5;67.2;431.5;0.1819
1570103455;44.9094;25.9514;434.2;0;3.1;23.29;45.11;1.9392;409.9668;1.38;-1.68;250.4;66.9;434.2;0.1987
1570103456;44.9092;25.9506;436.6;0.6;2.6;23.31;44.87;1.9406;409.9668;1.38;-1.91;250.3;66.5;436.6;0.2189
1570103457;44.909;25.9498;440;-0.1;2.4;23.27;44.84;1.9425;409.9668;1.38;-2.21;249.3;66;440;0.2345
1570103458;44.9088;25.949;442.5;0.8;1.3;23.32;44.87;1.9448;410.2908;1.41;-2.51;250;65.8;442.5;0.2543
1570103459;44.9086;25.9482;444;0;1.2;23.23;44.79;1.9461;410.3098;1.42;-2.23;249.4;65.7;444;0.265
1570103460;44.9084;25.9474;445.6;0.2;1.4;23.29;44.85;1.9457;410.3098;1.44;-1.5;248.7;65.5;445.6;0.2831
1570103461;44.9082;25.9467;447.4;-0.4;1.3;23.27;44.81;1.9451;410.3098;1.44;-1.06;248;65.3;447.4;0.2936
1570103462;44.908;25.9459;449.5;-0.8;1.2;23.26;44.91;1.9471;410.2091;1.45;-0.87;247;65.1;449.5;0.3012
1570103463;44.9078;25.9451;452.4;-0.8;1.7;23.17;44.93;1.9471;410.177;1.45;-0.7;246;64.8;452.4;0.3044
1570103464;44.9075;25.9444;455.8;-1.1;2.8;23.21;44.97;1.9468;410.177;1.45;-0.75;244.4;64.6;455.8;0.308
1570103465;44.9073;25.9436;458.4;-0.5;2.5;23.17;45;1.9464;410.1185;1.45;-1.09;244.7;64.4;458.4;0.309
1570103466;44.9071;25.9429;459.7;-0.4;2.1;23.14;45.08;1.9458;409.9836;1.46;-1.04;245.4;64.5;459.7;0.3105
1570103467;44.9069;25.9422;460.6;-0.3;1.8;23.09;45.18;1.9459;409.8912;1.46;-1.15;245.4;64.5;460.6;0.3067
1570103468;44.9066;25.9414;461.5;-0.3;1.3;23.02;45.29;1.946;409.8912;1.46;-1.67;245.7;64.5;461.5;0.3091
1570103469;44.9064;25.9407;462;-0.7;1.3;23.14;45.5;1.9465;409.755;1.45;-1.27;245.3;64.6;462;0.3144
1570103470;44.9062;25.9399;462.1;-0.6;1.9;22.98;45.42;1.9473;409.7322;1.45;-1.35;244.5;64.7;462.1;0.3046
1570103471;44.9059;25.9391;462.3;-0.8;1.9;23.01;45.51;1.9474;409.7318;1.46;-1.3;244.3;64.8;462.3;0.3045
1570103472;44.9057;25.9384;462.7;-0.6;1.2;22.95;45.54;1.9476;409.7225;1.46;-1.47;245.2;65;462.7;0.2964
1570103473;44.9055;25.9376;463.5;-0.9;1.8;22.91;45.67;1.9481;409.6402;1.47;-2.14;244.8;65.1;463.5;0.2921
1570103474;44.9052;25.9369;464.4;-1.2;2.9;22.92;45.85;1.9483;409.5109;1.47;-1.2;243.6;65.1;464.4;0.2913
1570103475;44.905;25.9361;465.9;-1.5;2.4;22.81;46.01;1.9485;409.5109;1.48;-1.71;243.6;65.1;465.9;0.2885
1570103476;44.9048;25.9354;468.1;-2.3;3.9;22.87;46.12;1.9489;409.5109;1.48;-1.33;242;65.1;468.1;0.2844
1570103477;44.9045;25.9347;470.1;-2.3;4.7;22.84;46.27;1.949;409.5061;1.48;-1.26;240.9;65.2;470.1;0.2806
1570103478;44.9043;25.9339;472.3;-2.2;3.9;22.83;46.33;1.949;409.5258;1.48;-0.44;241.5;65.2;472.3;0.2759
1570103479;44.904;25.9331;476.5;-1.9;4.4;22.81;46.44;1.9488;409.5258;1.48;-0.79;241.5;64.9;476.5;0.2666
1570103480;44.9038;25.9324;482.1;-2.2;4.3;22.76;46.49;1.9486;409.5031;1.48;-1.07;241.5;64.5;482.1;0.2603
1570103481;44.9036;25.9316;487.1;-1.2;2.5;22.79;46.54;1.9479;409.4659;1.48;-2.03;243.2;64.3;487.1;0.2416
1570103482;44.9033;25.9309;491.5;-3;1.9;22.8;46.57;1.9479;409.403;1.48;-0.52;242.8;64.2;491.5;0.228
1570103483;44.9031;25.9301;496.1;-2.7;2.3;22.86;46.64;1.9482;409.403;1.48;-1.1;242;64.1;496.1;0.2117
1570103484;44.9028;25.9294;501.2;-2.3;1.7;22.74;46.71;1.9483;409.4272;1.49;-1.35;242.3;63.9;501.2;0.1936
1570103485;44.9026;25.9287;506.6;-2.5;2.2;22.88;46.92;1.9479;409.4145;1.49;-1.52;241.6;63.8;506.6;0.1728
1570103486;44.9023;25.928;510.9;-2.9;1.2;22.76;46.85;1.9478;409.4026;1.49;-1.81;241.6;63.9;510.9;0.1528
1570103487;44.9021;25.9272;514.5;-1.6;0.5;22.8;47.03;1.9474;409.4026;1.49;-1.93;243.2;64.2;514.5;0.1329
1570103488;44.9018;25.9265;517.2;-2.4;1.2;22.71;47.1;1.9471;409.266;1.49;-1.82;243;64.6;517.2;0.1143
1570103489;44.9016;25.9258;518.3;0.3;1.2;22.76;47.2;1.9472;409.1981;1.49;-1.62;245;64.9;518.3;0.0942
1570103490;44.9014;25.925;517.9;0.5;0.6;22.79;47.35;1.9469;409.1066;1.48;-1.02;247.4;65.4;517.9;0.0746
1570103491;44.9011;25.9242;517.1;0.5;0.7;22.63;47.34;1.9458;409.1066;1.48;-1.36;248.2;65.8;517.1;0.0656
1570103492;44.9009;25.9234;516.5;-0.8;1.1;22.7;47.45;1.9449;408.9571;1.48;-1.04;248.3;65.9;516.5;0.057
1570103493;44.9007;25.9226;517.4;-2.4;1.9;22.59;47.37;1.9441;408.8633;1.47;-0.9;247.5;65.8;517.4;0.0569
1570103494;44.9005;25.9219;519.7;-0.7;2.1;22.66;47.45;1.9442;408.8236;1.45;-1.36;248.3;65.6;519.7;0.0573
1570103495;44.9003;25.9211;523.4;-0.4;2.2;22.6;47.5;1.9445;408.8236;1.45;-1.33;248.1;65.1;523.4;0.0567
1570103496;44.9001;25.9203;527.3;0;2.3;22.62;47.41;1.9471;408.7345;1.43;-2.24;247.6;64.7;527.3;0.0661
1570103497;44.8999;25.9196;530.1;-0.5;2.3;22.54;47.47;1.9472;408.9036;1.45;-2.15;247;64.4;530.1;0.0763
1570103498;44.8997;25.9188;532;-0.7;3.1;22.52;47.34;1.9475;408.9036;1.46;-1.1;246;64.2;532;0.0916
1570103499;44.8995;25.9181;533.9;-0.3;3.4;22.51;47.49;1.9478;408.9036;1.46;-1;245.5;63.9;533.9;0.112
1570103500;44.8993;25.9173;537;-0.4;2.6;22.49;47.43;1.9496;408.905;1.48;-0.86;246.2;63.3;537;0.1294
1570103501;44.8991;25.9166;541.4;-0.6;2.7;22.49;47.55;1.9498;408.971;1.49;-0.57;246;62.8;541.4;0.1482
1570103502;44.8989;25.9158;545.5;-0.6;1.4;22.44;47.62;1.9489;408.971;1.49;-0.79;247;62.5;545.5;0.1666
1570103503;44.8987;25.9151;548.3;0.9;-0.2;22.47;47.82;1.9482;409.094;1.48;-0.62;249.1;62.5;548.3;0.1944
1570103504;44.8985;25.9143;549.9;-1;0.7;22.39;47.87;1.9473;409.0978;1.48;-0.42;248;62.7;549.9;0.2143
1570103505;44.8983;25.9136;551.4;-2.2;1.9;22.29;47.91;1.9473;409.1035;1.48;-0.09;246.4;63.1;551.4;0.2391
1570103506;44.898;25.9129;553.1;-2.1;1.3;22.35;47.9;1.9476;409.1035;1.48;-0.33;246.9;63.3;553.1;0.277
1570103507;44.8978;25.9121;554.9;-1.8;2.4;22.3;47.89;1.9476;409.0388;1.48;-0.87;245.4;63.4;554.9;0.3146
1570103508;44.8976;25.9114;555.7;-2;1.7;22.3;48.04;1.9472;408.9431;1.48;-0.48;245.4;63.5;555.7;0.3575
1570103509;44.8974;25.9106;556.4;-1.9;3.2;22.19;47.99;1.9473;408.8849;1.47;-0.96;243.7;63.7;556.4;0.3937
1570103510;44.8972;25.9099;557;-2.2;4.1;22.25;48.12;1.9477;408.8849;1.47;-1.49;242.2;63.8;557;0.463
1570103511;44.8969;25.9091;557.3;-1.9;2.9;22.22;48.08;1.9491;408.8132;1.47;-1.83;243.6;64;557.3;0.5164
1570103512;44.8967;25.9084;557.1;-1.6;3.4;22.26;48.2;1.9502;408.901;1.47;-0.43;243.4;64.3;557.1;0.5726
1570103513;44.8965;25.9076;556.7;-1.7;2.5;22.19;48.26;1.9501;408.9019;1.47;-1.73;243.6;64.7;556.7;0.624
1570103514;44.8962;25.9069;555.9;-0.5;2.4;22.19;48.29;1.95;408.9019;1.47;-1;243.8;65;555.9;0.674
1570103515;44.896;25.9061;554.5;-0.3;2.7;22.23;48.24;1.9493;408.9392;1.47;-1.37;243.1;65.4;554.5;0.7169
1570103516;44.8958;25.9054;554.3;0.5;2.8;22.15;48.27;1.9493;408.8577;1.48;-1;243.2;65.7;554.3;0.7507
1570103517;44.8955;25.9046;555.8;-1;2.3;22.16;48.29;1.9499;408.8577;1.48;-0.37;242.5;66;555.8;0.7601
1570103518;44.8953;25.9039;558.5;-1.4;1.9;22.13;48.36;1.9504;408.8577;1.48;-0.65;242.1;66.3;558.5;0.7538
1570103519;44.895;25.9032;561;-0.6;0.6;22.22;48.31;1.952;408.8992;1.48;-1.21;243;66.5;561;0.7273
1570103520;44.8947;25.9024;563;-0.6;0.5;22.12;48.33;1.952;408.9811;1.48;-1.68;243.1;66.6;563;0.6887
1570103521;44.8945;25.9016;564.8;-2.1;1.9;22.18;48.38;1.9521;408.9811;1.47;-0.78;241.1;66.7;564.8;0.6379
1570103522;44.8942;25.9009;565.9;-1.2;1.3;22.16;48.33;1.9524;408.9811;1.47;-1.08;241.7;66.8;565.9;0.5774
1570103523;44.8939;25.9001;566.6;-0.9;1.8;22.16;48.34;1.9524;408.975;1.46;-1.21;241.4;66.8;566.6;0.5116
1570103524;44.8936;25.8993;567;-0.6;2;22.1;48.26;1.9524;408.9917;1.46;-1.62;241.1;66.8;567;0.4402
1570103525;44.8934;25.8986;567.1;-1;1.3;22.13;48.3;1.9523;408.9917;1.46;-0.83;241.4;66.9;567.1;0.3805
1570103526;44.8931;25.8978;567.1;-1.9;2.7;22.1;48.38;1.952;408.9917;1.46;-1.1;239.8;67;567.1;0.323
1570103527;44.8928;25.8971;567.2;-1.4;1.7;22.08;48.39;1.9508;408.9813;1.45;-1.09;240.4;67;567.2;0.2658
1570103528;44.8925;25.8964;568;-0.9;1.4;22.12;48.33;1.9508;409.0187;1.44;-1.04;241.1;67;568;0.226
1570103529;44.8923;25.8956;569.9;-1.1;1.9;22.07;48.35;1.9509;409.0187;1.44;-0.75;240.3;66.8;569.9;0.1947
1570103530;44.892;25.8948;572.2;-1.2;1.9;22.08;48.4;1.951;409.0728;1.44;-0.61;240.1;66.6;572.2;0.1871
1570103531;44.8917;25.8941;574;-1.5;1.9;22.04;48.29;1.9515;409.0728;1.44;-0.17;239.8;66.4;574;0.1555
1570103532;44.8914;25.8934;575.4;-1.3;2.4;22.11;48.37;1.9513;409.1329;1.44;-0.23;239.4;66.3;575.4;0.156
1570103533;44.8911;25.8926;576.1;-1.8;2.3;22.02;48.31;1.95;409.1329;1.44;-0.62;239.3;66.2;576.1;0.1732
1570103534;44.8908;25.8919;577.4;-1.8;2.7;21.99;48.34;1.9498;409.0516;1.43;-0.59;239.1;66.1;577.4;0.1818
1570103535;44.8906;25.8911;578.9;-2.2;3;21.97;48.34;1.9499;409.038;1.43;-0.25;238.4;65.9;578.9;0.1938
1570103536;44.8903;25.8904;580.7;-1.6;2.6;21.93;48.32;1.9499;409.038;1.42;-0.36;238.6;65.8;580.7;0.2088
1570103537;44.89;25.8897;581.7;-1.4;2.4;21.99;48.29;1.9497;409.038;1.42;-0.95;238.8;65.9;581.7;0.2211
1570103538;44.8897;25.8889;581.9;-1.6;2.9;21.97;48.28;1.9494;409.038;1.42;-1.27;238.4;66.1;581.9;0.2447
1570103539;44.8894;25.8882;581.2;-1.5;2.6;21.96;48.31;1.9464;409.1588;1.41;-1.21;238.8;66.4;581.2;0.2637
1570103540;44.8891;25.8875;579.7;-1.9;2.4;21.85;48.29;1.945;409.1588;1.41;-1.41;239;66.8;579.7;0.2792
1570103541;44.8888;25.8867;577.5;-2.2;2.5;21.9;48.31;1.9432;409.1352;1.41;-1.19;238.7;67.2;577.5;0.2926
1570103542;44.8886;25.886;575.6;-2.2;2.7;21.93;48.27;1.9422;408.9978;1.38;-0.72;238.3;67.5;575.6;0.3019
